"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bulgaria","BGR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8","","","","","38.6","","","","","34.4","33.6","32.6","32.2","31.4","30.6","30.1","","","",
"Bahrain","BHR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","","","","","7.6","","","","","6.7","6.5","6.4","6.2","6","5.9","5.8","","","",
"Bahamas, The","BHS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","4.2","","","","","3.6","3.5","3.4","3.3","3.2","3.2","3.1","","","",
"Bosnia and Herzegovina","BIH","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2","","","","","33.9","","","","","32.1","31.9","31.6","31.2","30.9","30.5","30.2","","","",
"Belarus","BLR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","12.3","","","","","11.4","11.3","11.1","10.9","10.8","10.6","10.5","","","",
"Belize","BLZ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1","","","","","16.1","","","","","12.9","12.5","11.9","11.5","11","10.5","10.1","","","",
"Barbados","BRB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","2.7","","","","","2.3","2.2","2.2","2.1","2","2","1.9","","","",
"Brunei Darussalam","BRN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","","","3.2","","","","","2.6","2.5","2.4","2.2","2.2","2.1","2","","","",
"Bhutan","BTN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","","","","","7.3","","","","","6.5","6.4","6.2","6.1","5.9","5.8","5.7","","","",
"Central African Republic","CAF","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","","","","","20.7","","","","","16.1","15.4","14.6","13.9","13.3","12.7","12","","","",
"Central Europe and the Baltics","CEB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9448002259966","","","","","29.3700031082913","","","","","27.2087513769192","26.7752467968778","26.4325307795096","26.079238624777","25.6656486975428","25.3463949429282","25.0930406081409","","","",
"Switzerland","CHE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","","","","","24.3","","","","","23.6","23.3","23.2","23","22.8","22.8","22.6","","","",
"Channel Islands","CHI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","","46.6","","","","","40.2","39.3","38.1","37","36","35.1","34.2","","","",
"China","CHN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","","","","2.7","","","","","2.3","2.2","2.2","2.1","2","2","1.9","","","",
"Cote d'Ivoire","CIV","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","1.7","","","","","1.7","1.7","1.7","1.7","1.7","1.7","1.7","","","",
"Colombia","COL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","","","","","9.4","","","","","6.8","6.4","6","5.7","5.4","5","4.7","","","",
"Comoros","COM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","","","","","9","","","","","6.5","6.1","5.7","5.3","5","4.7","4.4","","","",
"Cabo Verde","CPV","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","","","","","4.8","","","","","3.3","3.1","2.8","2.6","2.5","2.3","2.1","","","",
"Costa Rica","CRI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","","","","","8.3","","","","","7.3","7.2","7","6.8","6.7","6.5","6.4","","","",
"Caribbean small states","CSS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","","","26.7","","","","","21.8","20.8","20","19.1","18.4","17.8","17.1","","","",
"Curacao","CUW","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","21.7","","","","","20.6","20.5","20.3","20.1","19.9","19.7","19.6","","","",
"Czech Republic","CZE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","","","","","29.3","","","","","29.7","29.8","30.1","30.3","30.2","30.3","30.5","","","",
"Germany","DEU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8","","","","","30","","","","","29.1","28.9","28.7","28.5","28.6","28.4","28.2","","","",
"Djibouti","DJI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2.5","","","","","2.1","2","1.9","1.8","1.8","1.7","1.7","","","",
"Dominica","DMA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","28.4","","","","","23.7","23","22.2","21.4","20.7","19.9","19.3","","","",
"Dominican Republic","DOM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","","","","","12.7","","","","","10.5","10.1","9.8","9.4","9.1","8.8","8.5","","","",
"Algeria","DZA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","2.9","","","","","1.5","1.3","1.2","1","0.9","0.8","0.7","","","",
"East Asia & Pacific (excluding high income)","EAP","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21761916989866","","","","","3.50099566788303","","","","","2.96929538401853","2.8457970988207","2.81183799381619","2.69044974235537","2.58846967444892","2.5489005124731","2.45331470485551","","","",
"Early-demographic dividend","EAR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51116322151062","","","","","6.17831998907671","","","","","4.58272818547138","4.29394500280319","4.07820472552947","3.84880869562797","3.65030178994877","3.44762850574505","3.30181967938412","","","",
"East Asia & Pacific","EAS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18979905156645","","","","","4.35080428824023","","","","","3.72869544769184","3.58448357599589","3.53141623841373","3.39651126495549","3.28009561821447","3.22057416732144","3.11328347880417","","","",
"Europe & Central Asia (excluding high income)","ECA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6698717622364","","","","","17.9831370698867","","","","","17.2893086263618","17.1875025896922","17.0896292633127","16.9492717359516","16.8604378952817","16.7253267883365","16.5836924037594","","","",
"Europe & Central Asia","ECS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4375643923027","","","","","23.8820218293059","","","","","22.4626049326917","22.1908000551318","21.9649258389179","21.6997577879677","21.5002503328202","21.2546076740237","21.0521051983589","","","",
"Ecuador","ECU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","","","","","4.1","","","","","2.9","2.7","2.6","2.4","2.3","2.1","2","","","",
"Egypt, Arab Rep.","EGY","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","","","","","0.9","","","","","0.5","0.4","0.4","0.3","0.3","0.3","0.2","","","",
"Euro area","EMU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0806491424604","","","","","27.9850026219369","","","","","27.0009422658182","26.817327134253","26.6344624231304","26.4142615811561","26.3540095132892","26.144262264866","26.0177585774937","","","",
"Eritrea","ERI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","0.3","","","","","0.3","0.3","0.3","0.3","0.2","0.2","0.2","","","",
"Spain","ESP","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1","","","","","30.3","","","","","28.9","28.7","28.4","28.1","27.8","27.5","27.4","","","",
"Estonia","EST","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9","","","","","26.2","","","","","25.4","25.3","25.1","25","24.9","24.8","24.5","","","",
"Ethiopia","ETH","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","0.5","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.4","","","",
"European Union","EUU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0423263744285","","","","","28.7953740792541","","","","","26.8631756603654","26.4849198056061","26.1655230575431","25.8069174896309","25.5275677665573","25.1940388719552","24.9444793560079","","","",
"Fragile and conflict affected situations","FCS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1","","","","","22.8","","","","","20.6","20.2","19.9","19.5","19","18.7","18.3","","","",
"Fiji","FJI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","","","","","14","","","","","12.1","11.7","11.4","11.1","10.8","10.5","10.2","","","",
"France","FRA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","","","","","30","","","","","30","30","30.1","30","30.2","30","30.1","","","",
"Faroe Islands","FRO","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5","","","","","30.8","","","","","25.3","24.2","23.4","22.5","21.5","20.7","20","","","",
"Georgia","GEO","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","5.9","","","","","5.6","5.5","5.5","5.4","5.3","5.3","5.3","","","",
"Ghana","GHA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","","","","0.6","","","","","0.4","0.4","0.4","0.3","0.3","0.3","0.3","","","",
"Gibraltar","GIB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","1.7","","","","","1.2","1.1","1","0.9","0.8","0.8","0.7","","","",
"Guinea-Bissau","GNB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1","","","","","42","","","","","38.6","38","37.4","36.9","36.4","35.9","35.3","","","",
"Grenada","GRD","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.389786512371","","","","","23.8004214954311","","","","","21.4863421175542","21.0477842540493","20.6814181180152","20.2452308544089","19.8757785197795","19.5177747871574","19.1716158854971","","","",
"Hong Kong SAR, China","HKG","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","","","","3.1","","","","","2.5","2.4","2.4","2.3","2.2","2.1","2","","","",
"Heavily indebted poor countries (HIPC)","HPC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","","","","","28.7","","","","","30.9","31.6","32.1","32.5","33.1","33.7","34.3","","","",
"Haiti","HTI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","4.5","","","","","3.7","3.5","3.4","3.3","3.1","3","2.9","","","",
"Hungary","HUN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8","","","","","32.6","","","","","29.9","29.2","28.9","28.3","27.7","27.2","26.8","","","",
"IBRD only","IBD","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42965733205375","","","","","6.75445975685491","","","","","5.55915924557831","5.34019124100107","5.18371130357064","4.99174197403419","4.80939464382823","4.65402399283722","4.50710717401199","","","",
"IDA & IBRD total","IBT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.20048900045673","","","","","6.45678055696849","","","","","5.21899491044949","4.99290881584804","4.82583527261245","4.62871333284837","4.446489434582","4.28247777672864","4.13173603748227","","","",
"IDA total","IDA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.00085618178253","","","","","4.9690722410979","","","","","3.623333668574","3.38820547475183","3.19722862482912","3.00272260869674","2.84806349623669","2.6746137403541","2.53589187814808","","","",
"IDA blend","IDB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82112202219155","","","","","4.22652559528353","","","","","3.11982835807237","2.90370132090003","2.75811892582564","2.60047713916933","2.45906783592997","2.27340852095891","2.1619176914244","","","",
"Indonesia","IDN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","4.4","","","","","3.6","3.4","3.3","3.1","3","2.9","2.8","","","",
"IDA only","IDX","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.78483724077895","","","","","5.4659638760473","","","","","3.96373543066554","3.71605430907913","3.49433872039498","3.27484707055061","3.111127783924","2.94575462055348","2.78821339989154","","","",
